Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
74ab949d-17ac-3309-83a0-13b4405c66aa,Fitchburg Outpatient Clinic,881 Main Street,Fitchburg,MA,01420,42.586487,-71.80521,978-342-9781 Or 978-342-9781,0.0,671
faffaf6a-ee1a-3673-b0b0-421a9c249244,ACTIVATED BY WELLNESS LLC,66 WASHINGTON ST,STOUGHTON,MA,020722571,42.14415820061801,-71.10378319512402,6178719807,0.0,55
17a4bae5-8b64-34d7-8144-b428be027bd0,NURSE ON CALL,512 MAIN STREET  SUITE 211,SHREWSBURY,MA,015456406,42.295109499999995,-71.71808471110307,5088451232,0.0,51
e76b5eb0-0c9d-3593-b5da-3c0e9a97bb96,VA Boston Healthcare System  West Roxbury Campus,1400 VFW Parkway,West Roxbury,MA,02132,42.2793,-71.1657,617-323-7700,0.0,90
c241b977-4131-32e4-9957-e0a00b2a1e5f,DUFFY HEALTH CENTER,94 MAIN STREET,HYANNIS,MA,026013146,41.6562802,-70.27448000204822,5087719599,0.0,8
ef5390b4-cba5-3d83-96db-af783a7adb43,MERRIMACK VALLEY HOSPICE INC,360 MERRIMACK ST,MALDEN,MA,021482329,42.4250964,-71.066163,9785524000,0.0,4
6fafb5d4-ecca-37ab-8d24-53036a8cbf1e,GUARDIAN HOME HEALTH CARE  LLC,320 WEST CENTER STREET  2ND FLOOR,WEST BRIDGEWATER,MA,02379,42.016080599999995,-71.02601589317304,5085885811,0.0,30
aa682136-a4df-3942-9f50-e6fcee6c0b73,SOUTHWOOD AT NORWELL NURSING CTR,501 CORDWAINER DRIVE,NORWELL,MA,020611630,42.1647071,-70.88149077838713,7819827450,0.0,34
d2284f74-b6da-3a15-9791-84cdf2db18fb,EAST FALMOUTH FAMILY PRACTICE PC,331 E FALMOUTH HWY,E FALMOUTH,MA,025366039,41.57853245,-70.5617374807812,5084950704,0.0,162
42d4b607-f14d-370a-818e-40965685776c,TRINITY FAMILY MEDICINE,3 WASHINGTON ST STE 220,NORTH EASTON,MA,023561034,42.0667665,-71.1036592,5082300155,0.0,84
ab701a70-a658-340e-8f69-ee196a7d40c6,CAREWELL URGENT CARE CENTERS OF MA  PC,484 RTE 134,WORCESTER,MA,016071728,42.2625621,-71.8018877,5086947901,0.0,9
af2d050e-91a7-3acb-8b27-0bf6a259645e,GARDNER FAMILY MEDICINE INC,57 CITY HALL AVE,GARDNER,MA,014402614,42.5760669,-71.9934081,9786303862,0.0,18
bd6cec50-10de-3696-940b-4022618764ab,40 MARTIN STREET OPERATOR LLC,40 MARTIN ST,MELROSE,MA,021763607,42.457050550000005,-71.07494593157304,7816657050,0.0,1
52ecddd8-42f6-35cc-88a5-cf474c02fb49,LIFE CARE CENTER OF PLYMOUTH,94 OBERY STREET,PLYMOUTH,MA,023602130,41.93725,-70.65503160208334,5087479800,0.0,11
fa564970-fde4-332c-91d9-c0747b032d3e,RIVERBEND OF SOUTH NATICK,34 SOUTH LINCOLN STREET,NATICK,MA,017606049,42.2731232,-71.3105334275248,5086538330,0.0,28
39104cad-5228-3e07-9b3e-3ad736b33d5d,GREATER BOSTON WELLNESS PRIMARY CARE PC,200 PROVIDENCE HWY,DEDHAM,MA,020261881,42.22214545274341,-71.18159060546684,7814610660,0.0,50
667b46fe-0afa-3f70-a311-bbe3d52db050,URGENT CARE CENTERS OF CENTRAL MASSACHUSETTS LLC,757 BOSTON POST RD,WORCESTER,MA,016071728,42.231371,-72.165386,6173024194,0.0,20
dd913783-9448-36f9-816d-37199011617b,PEDIATRIA HEALTHCARE  LLC,7 HARVARD ST STE 220,BROOKLINE,MA,024457979,42.333476142857144,-71.11868571428572,5087964706,0.0,20
5fcff9db-16e4-3e56-aa78-abbc16338097,THE LOWELL GENERAL HOSPITAL,295 VARNUM AVE,WESTFORD,MA,018863513,42.5792583,-71.4378411,9789376000,0.0,128
84abfbd5-41c1-3df4-9b31-7ca93cb2309a,SKIN WELLNESS PHYSICIANS LLC,85 HERRICK ST,BEVERLY,MA,019151790,42.56415055,-70.8751357650672,9785247933,0.0,84
1ddd51d1-7297-3c3b-bad5-98aecd5e4a79,BAYADA HOME HEALTH CARE  INC,127 CAMBRIDGE STREET  SUTIE #2B,BURLINGTON,MA,018033735,42.50188325,-71.19559351572005,6174721333,0.0,5
8d0f0e66-b1dc-37fd-8b4e-0dcb6b3b446e,Edith Nourse Rogers Memorial Veterans Hospital (Bedford VA),200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,781-687-2000,0.0,185
f549a720-814b-3dc6-ae77-6376a22564ee,J & B PARTNERSHIP LLP,209 COUNTY RD,NORTH FALMOUTH,MA,02556,41.6459404,-70.6183639,5085635913,0.0,1
32fcdfba-8c93-30f4-b15b-dd3b65c29deb,ELAINE CENTER AT HADLEY,20 NORTH MAPLE STREET,HADLEY,MA,010359715,42.3615107,-72.55261320852942,4135845057,0.0,8
609ec9f1-e806-3427-b912-9e3b2915521d,HOLYOKE VISITING NURSE ASSOC,575 BEECH STREET,HOLYOKE,MA,010406604,42.20105435,-72.628169560868,4135345691,0.0,16
365eae93-6352-3d48-9a8d-dc9fa4b917be,WACHUSETT REHABILITATION AND NURSING CENTER LLC,32 HOSPITAL HILL RD,GARDNER,MA,014402302,42.572366450000004,-71.97690789055164,9786325477,0.0,1
2b84e56e-08b4-3078-b3ea-4d159208e065,HORIZONS HEALTH & WELLNESS LLC,1029 PLEASANT ST,BRIDGEWATER,MA,023242301,41.9718173,-71.00937893001648,7815859522,0.0,126
4ffa4412-1493-3beb-b8f0-6614dde953a4,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,WAREHAM,MA,025715011,41.745636,-70.658192,5086793131,0.0,339
a14e698d-a9ba-3eae-9c8b-682ec726433d,LYNN URGENT CARE LLC,776 WESTERN AVE,LYNN,MA,019052408,42.466763,-70.9494939,6178939901,0.0,3
5ba6765a-f335-36b0-9c6a-6bb494c5330d,URGENT CARE MEDICAL ASSOCIATES  LLC,31 OLD ROUTE 7,WESTWOOD,MA,020902333,42.2139873,-71.2244987,2038850808,0.0,28
b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,MELROSEWAKEFIELD HEALTHCARE  INC,170 GOVERNORS AVE,MELROSE,MA,021763225,42.4564323,-71.064182,7819793050,0.0,1127
ed5fc1f7-0ecb-3973-a5fc-89f80c6f5c9f,CORNERSTONE FAMILY PRACTICE,303 C HAVERHILL STREET,ROWLEY,MA,019692101,42.704962,-70.90837,9789483902,0.0,70
14932db8-e179-331d-98ad-dc1c352cb6d3,743 MAIN STREET OPERATOR LLC,743 MAIN ST,MELROSE,MA,021762707,42.460108950000006,-71.06216841036309,7816627500,0.0,2
b03b624d-c939-3688-986d-9555b8009a3b,HOLYOKE HEALTH CENTER INC,230 MAPLE ST,HOLYOKE,MA,010405144,42.207406,-72.608419,4134202122,0.0,82
ace1ac31-036a-38fd-b451-b3b87157c717,BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM INC,170 MORTON ST,BOSTON,MA,021303735,42.299067750000006,-71.10124351911541,6179830351,0.0,65
18061fd5-fda8-3e2d-87f0-0f3c87211bcc,CAMBRIDGE PUBLIC HEALTH COMMISSION,1493 CAMBRIDGE ST,SOMERVILLE,MA,021431408,42.3875968,-71.0994968,6176651000,0.0,104
76281d34-caff-30e0-8545-bcdf33182109,CLIFTON REHABILITATION NURSING CENTER,500 WILBUR AVENUE,SOMERSET,MA,027252051,41.72075205,-71.16843052114558,5086757589,0.0,15
4633340c-c833-30a3-ab0e-f5cfa5fda28b,CHAIR CITY FAMILY MEDICINE  PC,250 GREEN ST,GARDNER,MA,014401377,42.586896550000006,-71.98672640006858,9786304455,0.0,73
7e97f720-f99d-3402-98a4-a144aaa5bd01,COMMUNITY HEALTH CENTER OF CAPE COD  INC.,210 JONES RD,FALMOUTH,MA,025402974,41.5614958,-70.6117407224321,5084777090,0.0,396
b3ada130-6443-3a8e-98c7-4ec127a2b0c4,LIFE CARE CENTER OF ACTON,ONE GREAT ROAD,ACTON,MA,017205601,42.4850931,-71.43284,9782639101,0.0,8
d17688c1-9cc8-3e68-980f-82fe1ed685fe,MINDFUL MEDICAL CARE PC,100 TEATICKET HWY,TEATICKET,MA,025365678,41.56361395,-70.59806084770075,6037599413,0.0,78
7489f6e0-fee6-3fff-90b6-444868eb907c,ABBOTT HOME HEALTH CARE  INC,1 KIDDIE DRIVE  SUITE 106,AVON,MA,023221182,42.130150349999994,-71.05720685110387,7813440344,0.0,12
06f1d816-dd54-3409-bd94-8dc2745f807c,ELARA CARING,12 KENT WAY  SUITE 210,BYFIELD,MA,019221221,42.75468625,-70.9451078257969,9784620209,0.0,8
545dcda5-7471-374e-9251-b4b685197d3c,COMMUNITY HEALTH CONNECTIONS  INC,175 CONNORS STREET,GARDNER,MA,014402637,42.5730593,-71.99713285,9784106100,0.0,68
1e11392b-1278-3e70-93cd-f396cbd0c265,VHS ACQUISITION SUBSIDIARY NUMBER 9  INC.,115 LINCOLN ST,NATICK,MA,017607700,42.2843753,-71.3441395,5086507000,0.0,570
fe30f2b4-9bc8-346e-afba-4455d1766545,KATZMAN FAMILY CENTER FOR LIVING,17 LAFAYETTE AVENUE,CHELSEA,MA,021502010,42.40019115,-71.03050082480353,6178846766,0.0,14
6cf8a214-8d57-3267-85e5-7719e15cd63e,LEMUEL SHATTUCK HOSPITAL,170 MORTON STREET,JAMAICA PLAIN,MA,021303735,42.299067750000006,-71.10124351911541,6175228110,0.0,153
4bc0cc09-77e5-37f5-844d-64a6637cae54,WESTERN MASSACHUSETTS HOSPITAL,91 EAST MOUNTAIN ROAD,WESTFIELD,MA,010851801,42.110743549999995,-72.70066160206358,4135624131,0.0,75
3c6efeb4-3e73-3d5a-9d45-8fbf9f389bed,CENTRAL HOME HEALTH CARE  INC,40 WASHINGTON STREET SUITE 110,WELLESLEY HILLS,MA,024811802,42.2925555,-71.2956739,6175590200,0.0,6
3e16ee4b-2dc7-3e29-ab5b-0ce980c362b1,1200 SUFFIELD STREET OPERATOR LLC,1200 SUFFIELD ST,AGAWAM,MA,010012933,42.04892565,-72.63626743195428,(413) 789-2200,0.0,3
21fa25b9-6842-3a3c-bef2-2eb383ad525e,CONSTELLATION HOSPICE MA LLC,180 LOW ST,NEWBURYPORT,MA,019503519,42.815683050000004,-70.89666045994463,9789043059,0.0,1
5c2e4b0c-fb84-3f95-bbec-a96c18600bf5,HERITAGE HALL WEST,61 COOPER ST,AGAWAM,MA,010012149,42.0804485,-72.61914987322373,4137868000,0.0,1
df3ffcde-b9eb-3965-acdf-f56a6d1424c4,CAREGROUP PARMENTER HOME CARE & HOSPICE INC,1 ARSENAL MARKET PL,WAYLAND,MA,017781840,42.3632063,-71.3606721,6176731700,0.0,7
7a3b8310-02eb-3c47-aa1b-3f55b3ed9de9,ON CALL URGENT CARE  LLC,6 HATFIELD ST,NORTHAMPTON,MA,010602545,42.333172950000005,-72.6566355591273,4135847425,0.0,11
ecadbc11-930c-3903-b706-f8ef4bc9089e,PRIMARY CARE ASSOCIATES LLC,780 CHESTNUT ST,SPRINGFIELD,MA,011031109,42.1211633,-72.60614164702717,4137872800,0.0,54
794b1cc2-97be-30a4-83a0-4bf6add43c74,ST JOSEPH MANOR HEALTH CARE INC,215 THATCHER STREET,BROCKTON,MA,023023949,42.0740963,-70.99660306096918,5085835834,0.0,12
0fab3c4e-a028-39a6-b15a-be5a88b6aa2a,ENCOMPASS HEALTH REHAB HOSPITAL OF WESTERN MASS,222 STATE STREET,LUDLOW,MA,010563437,42.15547415,-72.47222226666076,4135897581,0.0,366
3b021cb6-4745-3d9d-8436-230055f770bd,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,148 CHESTNUT ST,NEEDHAM,MA,024943238,42.27728075,-71.23665362814043,7814533000,0.0,239
52261c45-f32b-3666-9da7-890705373c9d,ACCENTCARE OF MASSACHUSETTS  INC.,30 PERWAL ST,WESTWOOD,MA,020901928,42.21397175,-71.1786332019174,7815515600,0.0,4
aaa7ebaf-b1a0-38c1-ba89-a16712cf431c,BRIDGEWATER NURSING HOME,16 PLEASANT STREET,BRIDGEWATER,MA,023242420,41.98625885,-70.97978204646246,5086974616,0.0,9
ce53c877-0290-390a-b4b4-2462001a1713,CIRCLE HOME,847 ROGERS STREET  SUITE 201,LOWELL,MA,018524345,42.6275246,-71.27673639687623,9784599343,0.0,49
34f0b10a-5e29-31de-a75e-e0bb03c0c0d4,WESTON PRIMARY CARE  PC,56 COLPITTS RD,WESTON,MA,024931568,42.36610065,-71.3036759,7818910906,0.0,150
57e4e5fa-d68d-3caa-a5ad-37beb1b51207,STEWARD NORWOOD HOSPITAL INC,800 WASHINGTON ST,NORWOOD,MA,020623487,42.1886973,-71.2005241,7812784120,0.0,205
2befa435-3070-3350-a15c-e43ac1e84b24,HOLYOKE VISITING NURSE ASSOC & HOSPICE LIFE CARE,575 BEECH STREET,HOLYOKE,MA,010406604,42.20105435,-72.628169560868,4135345691,0.0,1
00ffb204-07b4-3c72-a678-fa252e6cf86c,BEDFORD-LEXINGTON INTERNAL MEDICINE  PC,450 BEDFORD ST,LEXINGTON,MA,02420,42.47370735,-71.25090005,7812746274,0.0,151
ad82d624-72eb-3c7d-a76d-79f2668d1390,WOODLAND INTERNISTS  P.C.,3 WOODLAND RD,STONEHAM,MA,021801711,42.452443099999996,-71.08939988105112,7816627990,0.0,80
b8421363-9807-3b16-a146-95336eea5cfb,COOLEY DICKINSON HOSPITAL INC,30 LOCUST ST,NORTHAMPTON,MA,010602052,42.33032115,-72.65330802608176,4135822000,0.0,380
945104f1-4b95-3eed-bd02-5efa0afbf34d,DIGNITY HOSPICE CARE INC,20 CENTRAL AVE # 506,LYNN,MA,019011201,42.46410018181818,-70.9465129090909,8572054114,0.0,1
3076e02a-deac-3e81-96a9-1d32cbda6fca,GARDNER REHABILITATION AND NURSING CENTER,59 EASTWOOD CIRCLE,GARDNER,MA,014403901,42.567006649999996,-71.97817904424542,9786328776,0.0,18
901c2d40-1ca3-3879-9a20-c663b8adc0a9,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,STONEHAM,MA,021802445,42.4863168,-71.0928919,6176365000,0.0,230
6170552c-4d27-3e64-8068-64a380f1837d,WP ACQUISITION SUB LLC,76 SUMMER ST,HAVERHILL,MA,018305814,42.7786873,-71.07306505177553,6158616000,0.0,191
e6cc6043-299a-3581-8f6b-b3b5d62c46ae,CARING HEALTH CENTER  INC,532 SUMNER AVE,SPRINGFIELD,MA,011082458,42.08631583333334,-72.55792579166666,4137391100,0.0,60
b9e35b8a-9831-32d8-a6dc-d7a546c126b0,VIBRA HOSPITAL OF WESTERN MASS - CENTRAL CAMPUS,111 HUNTOON MEMORIAL HIGHWAY  1ST FLOOR,SPRINGFIELD,MA,011092550,42.1018764,-72.5886727,4137876700,0.0,282
22249c0a-8ce9-3726-a3bb-b037c773ce5c,BOSTONIAN NURSING CARE & REHABILITATION CTR  THE,337 NEPONSET AVENUE,DORCHESTER,MA,021223103,42.2875144,-71.0470691675753,6172652350,0.0,80
18df2721-3f76-3f83-94d5-63597cedd298,CURAHEALTH STOUGHTON LLC,909 SUMNER ST,STOUGHTON,MA,020723396,42.1005097,-71.0830269025407,7812978200,0.0,48
38508743-50d1-3429-8fe2-37e42ddaf20e,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH ST,GREENFIELD,MA,013012778,42.595268700000005,-72.59288632376354,4137730211,0.0,52
27bf2e46-7445-35e7-9106-3ce1b074db47,LIFE CARE CENTER OF MERRIMACK VALLEY,80 BOSTON RD,NORTH BILLERICA,MA,018621034,42.5871093,-71.2948553,9786672166,0.0,2
328f813e-4de8-3ec2-a113-43f3ddfb0b2a,DILIGENCEHEALTHCARE,30-40 WESTPARK STREET,BROCKTON,MA,023015241,42.0834335,-71.0183787,8574539843,0.0,144
200746fc-5d0f-3ec7-a2a9-3d9a219ee139,COMPASSIONATE CARE HOSPICE,800 CUMMINGS PARK  SUITE 3100,WOBURN,MA,018016355,42.4977745,-71.1237712,7819355550,0.0,8
655f2a4f-419c-39d3-8ed6-6c4117eb7e32,NORTH READING INTERNAL MEDICINE PC,21 MAIN ST,NORTH READING,MA,018641326,42.566971949999996,-71.10799861135133,9782760100,0.0,76
118e081c-c2f2-35cd-b9c3-ef534f1b7830,BEAR MT READING LLC,1364 MAIN ST,READING,MA,018671137,42.55581805,-71.10585713492983,7819421210,0.0,3
5018c664-e283-30eb-932a-529d9a19b3b5,FIRST PSYCHIATRIC PLANNERS  INC,300 SOUTH ST,WOBURN,MA,018014979,42.473347,-71.144086,6174690300,0.0,121
2e8b42f8-4300-30a9-a576-d513d1021a0a,GREATER LOWELL FAMILY PRACTICE PC,600 CLARK RD,TEWKSBURY,MA,018761699,42.63120935,-71.27023603178071,9784538446,0.0,55
5ba77f2c-8ce5-3dde-bb46-3ffcceb3bfbf,188 FLORENCE STREET OPERATOR LLC,188 FLORENCE ST,CHESTNUT HILL,MA,024672641,42.31835025,-71.17401686317635,6173324730,0.0,2
4ff3563e-f909-3a06-902d-26c28d9d5355,ESSEX PAVILION  LLC,876 FALMOUTH RD,HYANNIS,MA,026012322,41.6619029,-70.31909857281401,5087756663,0.0,5
1cff30ba-b91f-3ea2-b80b-770d67856358,ROYAL NURSING CENTER  LLC,359 JONES RD,FALMOUTH,MA,025403341,41.5591273,-70.60352436630029,7743450220,0.0,136
b53dc1b7-43b0-3c43-a73f-304165633a59,PULMONARY INTERNISTS AND CONSULTANTS PC,63 MAIN ST,HYANNIS,MA,026013202,41.6562005,-70.27336188244256,5087752295,0.0,81
bccd7d67-203c-3d93-b6b0-bff5a146cd1d,CARECENTRAL URGENT CARE MEDICAL GROUP PC,286 WASHINGTON ST,STOUGHTON,MA,020721763,42.1384306,-71.1022598,7813412800,0.0,699
32741060-a632-36de-907b-3c21caacf07a,REVOLUTION AT SOMERSET POINT LLC,455 BRAYTON AVE,SOMERSET,MA,027262642,41.7294555,-71.16190171707717,5086792240,0.0,1
a2a41caf-758f-3962-8e5f-e6e603f93d17,VIBRA HOSPITAL OF WESTERN MASSACHUSETTS LLC,111 HUNTOON MEMORIAL HWY,ROCHDALE,MA,015421305,42.2020225,-71.89891616754682,5088926000,0.0,669
844a8cb2-4164-35b2-88b8-dffa2889a738,CENTER FOR EXTENDED CARE AT AMHERST,150 UNIVERSITY DRIVE,AMHERST,MA,010022232,42.368937,-72.53247107203978,4132568185,0.0,17
a6fb79e7-4abb-3a68-b62d-e501427fdca4,AUBURN PRIMARY CARE AND AESTHETICS,489 WASHINGTON ST STE 202,AUBURN,MA,015015709,42.187836,-71.83104,5087969211,0.0,65
b92c875d-5390-3cc7-9cc5-67ade724daf3,HERITAGE HALL SOUTH,65 COOPER ST,AGAWAM,MA,010010325,42.07895845,-72.62045515660407,4137868000,0.0,1
f0e3e152-0b08-3819-b962-b043f63f6dc1,NORTHWOOD REHABILITATION & HEALTHCARE CENTER,1010 VARNUM AVENUE,LOWELL,MA,018541915,42.6422606,-71.36626685573418,9784588773,0.0,10
